Linux 3.10.0-327.10.1.el7.x86_64 (storage10.cluster) 	02/23/2017 	_x86_64_	(28 CPU)

01:23:35 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:59:35 PM       0     20.58      0.00     13.34      0.05      0.00     66.03
01:59:35 PM       1     20.67      0.00     13.03      0.03      0.00     66.26
01:59:35 PM       2     20.78      0.00     13.46      0.03      0.00     65.73
01:59:35 PM       3     20.77      0.00     13.67      0.03      0.00     65.52
01:59:35 PM       4     20.97      0.00     13.69      0.03      0.00     65.31
01:59:35 PM       5     21.01      0.00     12.63      0.02      0.00     66.34
01:59:35 PM       6     21.30      0.00     14.02      0.02      0.00     64.66
01:59:35 PM       7     20.96      0.00     13.12      0.03      0.00     65.88
01:59:35 PM       8     16.98      0.00     20.43      0.02      0.00     62.58
01:59:35 PM       9     20.03      0.00     13.29      0.03      0.00     66.64
01:59:35 PM      10     20.83      0.00     13.65      0.02      0.00     65.51
01:59:35 PM      11     24.22      0.00     13.82      0.02      0.00     61.95
01:59:35 PM      12     20.27      0.00     12.88      0.03      0.00     66.82
01:59:35 PM      13     19.58      0.00     13.00      0.02      0.00     67.41
01:59:35 PM      14     23.07      0.00      1.56      0.00      0.00     75.37
01:59:35 PM      15     22.87      0.00      2.00      0.02      0.00     75.11
01:59:35 PM      16     25.02      0.00      1.95      0.02      0.00     73.02
01:59:35 PM      17     24.93      0.00      1.77      0.00      0.00     73.29
01:59:35 PM      18     24.22      0.00      1.69      0.02      0.00     74.07
01:59:35 PM      19     24.86      0.00      1.93      0.02      0.00     73.19
01:59:35 PM      20     24.72      0.00      2.07      0.02      0.00     73.20
01:59:35 PM      21     23.95      0.00      1.73      0.02      0.00     74.31
01:59:35 PM      22     23.72      0.00      2.02      0.03      0.00     74.23
01:59:35 PM      23     24.64      0.00      1.90      0.02      0.00     73.44
01:59:35 PM      24     23.03      0.00      2.00      0.00      0.00     74.97
01:59:35 PM      25     24.21      0.00      1.83      0.02      0.00     73.94
01:59:35 PM      26     25.11      0.00      1.74      0.02      0.00     73.13
01:59:35 PM      27     24.31      0.00      1.96      0.02      0.00     73.71
02:00:35 PM     all     21.81      0.00      7.48      0.01      0.00     70.70
02:00:35 PM       0     19.51      0.00     13.29      0.00      0.00     67.20
02:00:35 PM       1     19.42      0.00     13.12      0.00      0.00     67.46
02:00:35 PM       2     19.92      0.00     13.07      0.00      0.00     67.01
02:00:35 PM       3     18.80      0.00     12.89      0.00      0.00     68.31
02:00:35 PM       4     19.31      0.00     13.58      0.00      0.00     67.12
02:00:35 PM       5     19.37      0.00     13.05      0.02      0.00     67.56
02:00:35 PM       6     18.98      0.00     13.36      0.02      0.00     67.64
02:00:35 PM       7     18.94      0.00     13.40      0.00      0.00     67.66
02:00:35 PM       8     16.37      0.00     19.98      0.02      0.00     63.63
02:00:35 PM       9     20.64      0.00     13.09      0.00      0.00     66.28
02:00:35 PM      10     18.96      0.00     13.33      0.00      0.00     67.71
02:00:35 PM      11     19.06      0.00     12.61      0.02      0.00     68.32
02:00:35 PM      12     19.24      0.00     12.80      0.02      0.00     67.94
02:00:35 PM      13     19.64      0.00     13.22      0.02      0.00     67.12
02:00:35 PM      14     24.94      0.00      1.46      0.02      0.00     73.58
02:00:35 PM      15     23.72      0.00      1.71      0.00      0.00     74.56
02:00:35 PM      16     23.67      0.00      1.46      0.00      0.00     74.87
02:00:35 PM      17     25.79      0.00      1.55      0.02      0.00     72.65
02:00:35 PM      18     24.46      0.00      1.67      0.02      0.00     73.85
02:00:35 PM      19     25.31      0.00      1.51      0.02      0.00     73.16
02:00:35 PM      20     23.92      0.00      1.51      0.02      0.00     74.55
02:00:35 PM      21     24.08      0.00      1.39      0.00      0.00     74.53
02:00:35 PM      22     24.47      0.00      1.48      0.00      0.00     74.06
02:00:35 PM      23     24.18      0.00      1.51      0.00      0.00     74.31
02:00:35 PM      24     24.62      0.00      1.51      0.02      0.00     73.85
02:00:35 PM      25     23.88      0.00      1.60      0.00      0.00     74.52
02:00:35 PM      26     23.92      0.00      1.59      0.00      0.00     74.48
02:00:35 PM      27     24.33      0.00      1.58      0.00      0.00     74.09
02:01:35 PM     all      5.79      0.00      8.30      0.00      0.00     85.90
02:01:35 PM       0     10.28      0.00     13.06      0.02      0.00     76.64
02:01:35 PM       1      9.21      0.00     12.23      0.00      0.00     78.56
02:01:35 PM       2     10.06      0.00     12.65      0.00      0.00     77.29
02:01:35 PM       3     10.98      0.00     13.56      0.02      0.00     75.44
02:01:35 PM       4     10.31      0.00     13.36      0.02      0.00     76.32
02:01:35 PM       5     10.32      0.00     12.65      0.00      0.00     77.03
02:01:35 PM       6     11.63      0.00     14.14      0.00      0.00     74.23
02:01:35 PM       7     11.16      0.00     14.07      0.02      0.00     74.76
02:01:35 PM       8      3.73      0.00     52.92      0.00      0.00     43.35
02:01:35 PM       9      9.98      0.00     13.76      0.00      0.00     76.26
02:01:35 PM      10      9.74      0.00     13.46      0.02      0.00     76.78
02:01:35 PM      11     11.43      0.00     12.74      0.00      0.00     75.84
02:01:35 PM      12      9.78      0.00     11.80      0.00      0.00     78.42
02:01:35 PM      13     10.65      0.00     13.35      0.00      0.00     76.00
02:01:35 PM      14      1.72      0.00      1.62      0.00      0.00     96.66
02:01:35 PM      15      1.69      0.00      0.84      0.00      0.00     97.48
02:01:35 PM      16      1.39      0.00      1.12      0.00      0.00     97.49
02:01:35 PM      17      1.65      0.00      0.62      0.00      0.00     97.73
02:01:35 PM      18      2.16      0.00      0.82      0.00      0.00     97.03
02:01:35 PM      19      2.40      0.00      1.12      0.00      0.00     96.48
02:01:35 PM      20      1.47      0.00      1.12      0.00      0.00     97.41
02:01:35 PM      21      1.45      0.00      0.52      0.00      0.00     98.03
02:01:35 PM      22      2.49      0.00      1.95      0.02      0.00     95.54
02:01:35 PM      23      1.65      0.00      0.79      0.00      0.00     97.56
02:01:35 PM      24      2.34      0.00      1.44      0.00      0.00     96.23
02:01:35 PM      25      1.60      0.00      0.70      0.00      0.00     97.70
02:01:35 PM      26      2.05      0.00      1.34      0.00      0.00     96.61
02:01:35 PM      27      1.87      0.00      1.07      0.00      0.00     97.06
02:02:35 PM     all      8.96      0.00     12.46      0.00      0.00     78.58
02:02:35 PM       0     15.46      0.00     18.09      0.00      0.00     66.46
02:02:35 PM       1     16.12      0.00     20.21      0.00      0.00     63.68
02:02:35 PM       2     16.42      0.00     18.38      0.02      0.00     65.18
02:02:35 PM       3     15.73      0.00     17.46      0.00      0.00     66.82
02:02:35 PM       4     15.39      0.00     16.98      0.00      0.00     67.63
02:02:35 PM       5     16.77      0.00     18.63      0.02      0.00     64.58
02:02:35 PM       6     17.21      0.00     19.77      0.00      0.00     63.02
02:02:35 PM       7     16.60      0.00     19.39      0.00      0.00     64.01
02:02:35 PM       8      4.22      0.00     87.63      0.00      0.00      8.15
02:02:35 PM       9     17.21      0.00     20.15      0.02      0.00     62.62
02:02:35 PM      10     17.69      0.00     20.09      0.00      0.00     62.22
02:02:35 PM      11     18.93      0.00     18.59      0.02      0.00     62.47
02:02:35 PM      12     18.24      0.00     21.44      0.02      0.00     60.30
02:02:35 PM      13     16.19      0.00     18.06      0.02      0.00     65.73
02:02:35 PM      14      2.21      0.00      2.13      0.00      0.00     95.67
02:02:35 PM      15      1.66      0.00      1.52      0.00      0.00     96.82
02:02:35 PM      16      1.97      0.00      1.44      0.00      0.00     96.59
02:02:35 PM      17      2.39      0.00      1.91      0.00      0.00     95.70
02:02:35 PM      18      2.71      0.00      1.59      0.00      0.00     95.70
02:02:35 PM      19      3.35      0.00      2.19      0.00      0.00     94.46
02:02:35 PM      20      3.77      0.00      3.03      0.00      0.00     93.20
02:02:35 PM      21      2.44      0.00      1.84      0.00      0.00     95.72
02:02:35 PM      22      2.54      0.00      1.99      0.00      0.00     95.47
02:02:35 PM      23      2.44      0.00      1.82      0.00      0.00     95.74
02:02:35 PM      24      2.48      0.00      2.04      0.00      0.00     95.48
02:02:35 PM      25      2.59      0.00      1.89      0.00      0.00     95.52
02:02:35 PM      26      3.08      0.00      1.81      0.02      0.00     95.10
02:02:35 PM      27      2.91      0.00      1.91      0.00      0.00     95.18
02:03:35 PM     all      2.22      0.00      3.23      0.00      0.00     94.55
02:03:35 PM       0      4.29      0.00      5.19      0.00      0.00     90.52
02:03:35 PM       1      3.89      0.00      4.60      0.02      0.00     91.49
02:03:35 PM       2      4.28      0.00      5.03      0.00      0.00     90.69
02:03:35 PM       3      4.80      0.00      5.61      0.00      0.00     89.59
02:03:35 PM       4      4.00      0.00      4.80      0.00      0.00     91.20
02:03:35 PM       5      4.45      0.00      4.95      0.00      0.00     90.60
02:03:35 PM       6      4.79      0.00      5.51      0.00      0.00     89.70
02:03:35 PM       7      4.14      0.00      4.79      0.00      0.00     91.07
02:03:35 PM       8      0.44      0.00     21.56      0.00      0.00     78.00
02:03:35 PM       9      4.46      0.00      5.27      0.00      0.00     90.27
02:03:35 PM      10      4.60      0.00      5.60      0.00      0.00     89.80
02:03:35 PM      11      5.32      0.00      5.37      0.00      0.00     89.31
02:03:35 PM      12      3.88      0.00      4.39      0.00      0.00     91.72
02:03:35 PM      13      3.71      0.00      4.38      0.00      0.00     91.91
02:03:35 PM      14      0.45      0.00      0.63      0.00      0.00     98.92
02:03:35 PM      15      0.67      0.00      0.43      0.00      0.00     98.90
02:03:35 PM      16      0.98      0.00      0.28      0.00      0.00     98.73
02:03:35 PM      17      0.60      0.00      0.27      0.00      0.00     99.13
02:03:35 PM      18      0.15      0.00      0.18      0.00      0.00     99.67
02:03:35 PM      19      0.75      0.00      0.20      0.00      0.00     99.05
02:03:35 PM      20      0.40      0.00      0.38      0.00      0.00     99.22
02:03:35 PM      21      0.33      0.00      0.28      0.00      0.00     99.38
02:03:35 PM      22      0.25      0.00      0.27      0.00      0.00     99.48
02:03:35 PM      23      0.35      0.00      0.45      0.00      0.00     99.20
02:03:35 PM      24      0.10      0.00      0.13      0.00      0.00     99.77
02:03:35 PM      25      0.22      0.00      0.20      0.00      0.00     99.58
02:03:35 PM      26      0.17      0.00      0.27      0.00      0.00     99.57
02:03:35 PM      27      0.08      0.00      0.10      0.00      0.00     99.82
02:04:35 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
02:04:35 PM       0      0.02      0.00      0.07      0.00      0.00     99.92
02:04:35 PM       1      0.08      0.00      0.10      0.00      0.00     99.82
02:04:35 PM       2      0.05      0.00      0.05      0.00      0.00     99.90
02:04:35 PM       3      0.05      0.00      0.02      0.00      0.00     99.93
02:04:35 PM       4      0.05      0.00      0.02      0.00      0.00     99.93
02:04:35 PM       5      0.05      0.00      0.02      0.00      0.00     99.93
02:04:35 PM       6      0.05      0.00      0.03      0.00      0.00     99.92
02:04:35 PM       7      0.00      0.00      0.03      0.00      0.00     99.97
02:04:35 PM       8      0.03      0.00      0.03      0.00      0.00     99.93
02:04:35 PM       9      0.02      0.00      0.00      0.00      0.00     99.98
02:04:35 PM      10      0.05      0.00      0.02      0.00      0.00     99.93
02:04:35 PM      11      0.08      0.00      0.07      0.00      0.00     99.85
02:04:35 PM      12      0.02      0.00      0.02      0.00      0.00     99.97
02:04:35 PM      13      0.07      0.00      0.03      0.00      0.00     99.90
02:04:35 PM      14      0.00      0.00      0.00      0.00      0.00    100.00
02:04:35 PM      15      0.02      0.00      0.03      0.00      0.00     99.95
02:04:35 PM      16      0.03      0.00      0.05      0.00      0.00     99.92
02:04:35 PM      17      0.03      0.00      0.03      0.00      0.00     99.93
02:04:35 PM      18      0.03      0.00      0.05      0.00      0.00     99.92
02:04:35 PM      19      0.17      0.00      0.00      0.00      0.00     99.83
02:04:35 PM      20      0.02      0.00      0.00      0.00      0.00     99.98
02:04:35 PM      21      0.02      0.00      0.02      0.00      0.00     99.97
02:04:35 PM      22      0.00      0.00      0.00      0.00      0.00    100.00
02:04:35 PM      23      0.00      0.00      0.00      0.00      0.00    100.00
02:04:35 PM      24      0.03      0.00      0.05      0.00      0.00     99.92
02:04:35 PM      25      0.00      0.00      0.00      0.00      0.00    100.00
02:04:35 PM      26      0.00      0.00      0.00      0.00      0.00    100.00
02:04:35 PM      27      0.00      0.00      0.00      0.00      0.00    100.00
02:05:35 PM     all      0.20      0.00      0.04      0.00      0.00     99.76
02:05:35 PM       0      0.32      0.00      0.07      0.00      0.00     99.62
02:05:35 PM       1      0.15      0.00      0.13      0.00      0.00     99.72
02:05:35 PM       2      0.55      0.00      0.03      0.00      0.00     99.42
02:05:35 PM       3      0.20      0.00      0.05      0.00      0.00     99.75
02:05:35 PM       4      0.23      0.00      0.05      0.00      0.00     99.72
02:05:35 PM       5      0.20      0.00      0.02      0.00      0.00     99.78
02:05:35 PM       6      0.40      0.00      0.02      0.00      0.00     99.58
02:05:35 PM       7      0.35      0.00      0.02      0.00      0.00     99.63
02:05:35 PM       8      0.20      0.00      0.00      0.00      0.00     99.80
02:05:35 PM       9      0.08      0.00      0.03      0.00      0.00     99.88
02:05:35 PM      10      0.02      0.00      0.03      0.00      0.00     99.95
02:05:35 PM      11      1.03      0.00      0.20      0.00      0.00     98.77
02:05:35 PM      12      0.22      0.00      0.00      0.00      0.00     99.78
02:05:35 PM      13      0.10      0.00      0.07      0.00      0.00     99.83
02:05:35 PM      14      0.00      0.00      0.00      0.00      0.00    100.00
02:05:35 PM      15      0.30      0.00      0.15      0.00      0.00     99.55
02:05:35 PM      16      0.07      0.00      0.08      0.00      0.00     99.85
02:05:35 PM      17      0.07      0.00      0.05      0.00      0.00     99.88
02:05:35 PM      18      0.28      0.00      0.03      0.00      0.00     99.68
02:05:35 PM      19      0.52      0.00      0.02      0.00      0.00     99.47
02:05:35 PM      20      0.00      0.00      0.00      0.00      0.00    100.00
02:05:35 PM      21      0.28      0.00      0.05      0.00      0.00     99.67
02:05:35 PM      22      0.00      0.00      0.00      0.00      0.00    100.00
02:05:35 PM      23      0.00      0.00      0.00      0.00      0.00    100.00
02:05:35 PM      24      0.02      0.00      0.03      0.00      0.00     99.95
02:05:35 PM      25      0.00      0.00      0.00      0.00      0.00    100.00
02:05:35 PM      26      0.00      0.00      0.00      0.00      0.00    100.00
02:05:35 PM      27      0.02      0.00      0.00      0.00      0.00     99.98
02:06:35 PM     all      0.97      0.00      0.12      0.00      0.00     98.91
02:06:35 PM       0      1.08      0.00      0.08      0.00      0.00     98.83
02:06:35 PM       1      1.32      0.00      0.35      0.00      0.00     98.33
02:06:35 PM       2      1.52      0.00      0.18      0.00      0.00     98.30
02:06:35 PM       3      0.65      0.00      0.12      0.00      0.00     99.23
02:06:35 PM       4      0.83      0.00      0.10      0.00      0.00     99.07
02:06:35 PM       5      1.48      0.00      0.07      0.00      0.00     98.45
02:06:35 PM       6      1.77      0.00      0.07      0.02      0.00     98.15
02:06:35 PM       7      0.95      0.00      0.03      0.00      0.00     99.02
02:06:35 PM       8      0.68      0.00      0.03      0.00      0.00     99.28
02:06:35 PM       9      0.50      0.00      0.05      0.00      0.00     99.45
02:06:35 PM      10      0.60      0.00      0.03      0.00      0.00     99.37
02:06:35 PM      11      6.32      0.00      0.93      0.00      0.00     92.75
02:06:35 PM      12      0.83      0.00      0.12      0.00      0.00     99.05
02:06:35 PM      13      0.62      0.00      0.08      0.00      0.00     99.30
02:06:35 PM      14      0.02      0.00      0.00      0.00      0.00     99.98
02:06:35 PM      15      1.07      0.00      0.30      0.02      0.00     98.62
02:06:35 PM      16      1.28      0.00      0.18      0.00      0.00     98.53
02:06:35 PM      17      1.57      0.00      0.10      0.00      0.00     98.33
02:06:35 PM      18      1.35      0.00      0.12      0.00      0.00     98.53
02:06:35 PM      19      0.88      0.00      0.07      0.00      0.00     99.05
02:06:35 PM      20      0.70      0.00      0.05      0.00      0.00     99.25
02:06:35 PM      21      0.95      0.00      0.03      0.00      0.00     99.02
02:06:35 PM      22      0.05      0.00      0.02      0.00      0.00     99.93
02:06:35 PM      23      0.02      0.00      0.02      0.00      0.00     99.97
02:06:35 PM      24      0.05      0.00      0.12      0.00      0.00     99.83
02:06:35 PM      25      0.00      0.00      0.00      0.00      0.00    100.00
02:06:35 PM      26      0.00      0.00      0.00      0.00      0.00    100.00
02:06:35 PM      27      0.00      0.00      0.03      0.00      0.00     99.97

02:06:35 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
02:07:35 PM     all      0.03      0.00      0.02      0.00      0.00     99.95
02:07:35 PM       0      0.05      0.00      0.05      0.00      0.00     99.90
02:07:35 PM       1      0.03      0.00      0.07      0.00      0.00     99.90
02:07:35 PM       2      0.02      0.00      0.02      0.00      0.00     99.97
02:07:35 PM       3      0.07      0.00      0.02      0.00      0.00     99.92
02:07:35 PM       4      0.03      0.00      0.00      0.00      0.00     99.97
02:07:35 PM       5      0.03      0.00      0.02      0.00      0.00     99.95
02:07:35 PM       6      0.03      0.00      0.03      0.00      0.00     99.93
02:07:35 PM       7      0.02      0.00      0.02      0.00      0.00     99.97
02:07:35 PM       8      0.03      0.00      0.02      0.00      0.00     99.95
02:07:35 PM       9      0.03      0.00      0.03      0.00      0.00     99.93
02:07:35 PM      10      0.00      0.00      0.02      0.00      0.00     99.98
02:07:35 PM      11      0.07      0.00      0.05      0.00      0.00     99.88
02:07:35 PM      12      0.05      0.00      0.00      0.00      0.00     99.95
02:07:35 PM      13      0.10      0.00      0.05      0.00      0.00     99.85
02:07:35 PM      14      0.00      0.00      0.00      0.00      0.00    100.00
02:07:35 PM      15      0.03      0.00      0.05      0.00      0.00     99.92
02:07:35 PM      16      0.02      0.00      0.05      0.00      0.00     99.93
02:07:35 PM      17      0.05      0.00      0.05      0.00      0.00     99.90
02:07:35 PM      18      0.02      0.00      0.05      0.00      0.00     99.93
02:07:35 PM      19      0.02      0.00      0.02      0.00      0.00     99.97
02:07:35 PM      20      0.00      0.00      0.00      0.00      0.00    100.00
02:07:35 PM      21      0.00      0.00      0.02      0.00      0.00     99.98
02:07:35 PM      22      0.02      0.00      0.00      0.00      0.00     99.98
02:07:35 PM      23      0.02      0.00      0.00      0.00      0.00     99.98
02:07:35 PM      24      0.00      0.00      0.02      0.00      0.00     99.98
02:07:35 PM      25      0.02      0.00      0.00      0.00      0.00     99.98
02:07:35 PM      26      0.00      0.00      0.00      0.00      0.00    100.00
02:07:35 PM      27      0.00      0.00      0.00      0.00      0.00    100.00
02:08:35 PM     all      0.20      0.00      0.04      0.00      0.00     99.75
02:08:35 PM       0      0.02      0.00      0.05      0.00      0.00     99.93
02:08:35 PM       1      0.23      0.00      0.15      0.00      0.00     99.62
02:08:35 PM       2      0.33      0.00      0.07      0.00      0.00     99.60
02:08:35 PM       3      0.37      0.00      0.03      0.00      0.00     99.60
02:08:35 PM       4      0.37      0.00      0.03      0.00      0.00     99.60
02:08:35 PM       5      0.45      0.00      0.00      0.00      0.00     99.55
02:08:35 PM       6      0.03      0.00      0.02      0.00      0.00     99.95
02:08:35 PM       7      0.25      0.00      0.02      0.00      0.00     99.73
02:08:35 PM       8      0.18      0.00      0.02      0.00      0.00     99.80
02:08:35 PM       9      0.02      0.00      0.03      0.00      0.00     99.95
02:08:35 PM      10      0.02      0.00      0.00      0.00      0.00     99.98
02:08:35 PM      11      1.10      0.00      0.25      0.00      0.00     98.65
02:08:35 PM      12      0.18      0.00      0.03      0.00      0.00     99.78
02:08:35 PM      13      0.05      0.00      0.05      0.00      0.00     99.90
02:08:35 PM      14      0.02      0.00      0.02      0.00      0.00     99.97
02:08:35 PM      15      0.27      0.00      0.12      0.00      0.00     99.62
02:08:35 PM      16      0.10      0.00      0.12      0.00      0.00     99.78
02:08:35 PM      17      0.27      0.00      0.03      0.00      0.00     99.70
02:08:35 PM      18      0.47      0.00      0.07      0.00      0.00     99.47
02:08:35 PM      19      0.32      0.00      0.02      0.00      0.00     99.67
02:08:35 PM      20      0.25      0.00      0.02      0.00      0.00     99.73
02:08:35 PM      21      0.02      0.00      0.02      0.00      0.00     99.97
02:08:35 PM      22      0.18      0.00      0.02      0.00      0.00     99.80
02:08:35 PM      23      0.23      0.00      0.02      0.00      0.00     99.75
02:08:35 PM      24      0.00      0.00      0.03      0.00      0.00     99.97
02:08:35 PM      25      0.00      0.00      0.02      0.00      0.00     99.98
02:08:35 PM      26      0.02      0.00      0.00      0.00      0.00     99.98
02:08:35 PM      27      0.00      0.00      0.00      0.00      0.00    100.00
Average:        all      8.13      0.00      4.73      0.01      0.00     87.13
Average:          0     10.33      0.00      8.35      0.01      0.00     81.31
Average:          1     10.27      0.00      7.82      0.01      0.00     81.90
Average:          2     10.53      0.00      8.06      0.01      0.00     81.40
Average:          3     10.42      0.00      8.33      0.01      0.00     81.24
Average:          4     10.46      0.00      8.05      0.01      0.00     81.48
Average:          5     10.54      0.00      8.02      0.01      0.00     81.42
Average:          6     10.39      0.00      7.82      0.01      0.00     81.78
Average:          7     10.60      0.00      8.34      0.02      0.00     81.04
Average:          8      7.32      0.00     21.29      0.01      0.00     71.38
Average:          9      9.98      0.00      7.97      0.01      0.00     82.05
Average:         10     10.05      0.00      8.05      0.02      0.00     81.89
Average:         11     13.13      0.00      8.62      0.01      0.00     78.24
Average:         12     10.29      0.00      7.99      0.01      0.00     81.71
Average:         13     10.10      0.00      7.85      0.01      0.00     82.04
Average:         14      5.92      0.00      0.77      0.00      0.00     93.31
Average:         15      5.25      0.00      0.77      0.01      0.00     93.97
Average:         16      6.06      0.00      0.68      0.00      0.00     93.26
Average:         17      6.33      0.00      0.66      0.01      0.00     93.00
Average:         18      6.36      0.00      0.68      0.01      0.00     92.96
Average:         19      6.32      0.00      0.68      0.00      0.00     92.99
Average:         20      6.20      0.00      0.65      0.01      0.00     93.14
Average:         21      6.43      0.00      0.63      0.00      0.00     92.93
Average:         22      6.08      0.00      0.68      0.01      0.00     93.23
Average:         23      6.02      0.00      0.67      0.01      0.00     93.30
Average:         24      5.82      0.00      0.65      0.01      0.00     93.53
Average:         25      5.86      0.00      0.61      0.00      0.00     93.53
Average:         26      5.63      0.00      0.60      0.01      0.00     93.76
Average:         27      5.66      0.00      0.61      0.00      0.00     93.73
